{   'action_dim': 6,
    'alpha': 0.7,

#Games: 4147 #Frames: 4147000  Train_Max: 12689.40  Test_Score: 12790.22  Avg: 12900.44  ENV:  HalfCheetah-v2  DDPG Reward: 12825.26  PG Loss: -1137.1522

#Games: 4158 #Frames: 4158000  Train_Max: 12886.59  Test_Score: 12850.85  Avg: 12892.10  ENV:  HalfCheetah-v2  DDPG Reward: 13001.45  PG Loss: -1137.7830

#Games: 4169 #Frames: 4169000  Train_Max: 12784.53  Test_Score: 12812.28  Avg: 12886.03  ENV:  HalfCheetah-v2  DDPG Reward: 13102.64  PG Loss: -1134.8856

Sync from RL --> Nevo
#Games: 4180 #Frames: 4180000  Train_Max: 12760.21  Test_Score: 12870.59  Avg: 12876.86  ENV:  HalfCheetah-v2  DDPG Reward: 12908.27  PG Loss: -1132.7634

#Games: 4191 #Frames: 4191000  Train_Max: 12960.22  Test_Score: 12913.10  Avg: 12869.40  ENV:  HalfCheetah-v2  DDPG Reward: 12739.93  PG Loss: -1131.5913

#Games: 4202 #Frames: 4202000  Train_Max: 12891.22  Test_Score: 12982.19  Avg: 12863.82  ENV:  HalfCheetah-v2  DDPG Reward: 13056.25  PG Loss: -1130.3770

Progress Saved
#Games: 4213 #Frames: 4213000  Train_Max: 12974.21  Test_Score: 12979.09  Avg: 12870.92  ENV:  HalfCheetah-v2  DDPG Reward: 12850.15  PG Loss: -1129.3097

#Games: 4224 #Frames: 4224000  Train_Max: 13185.22  Test_Score: 13120.06  Avg: 12881.21  ENV:  HalfCheetah-v2  DDPG Reward: 12956.49  PG Loss: -1127.1400

#Games: 4235 #Frames: 4235000  Train_Max: 12873.44  Test_Score: 13059.64  Avg: 12912.55  ENV:  HalfCheetah-v2  DDPG Reward: 12943.83  PG Loss: -1127.5294

#Games: 4246 #Frames: 4246000  Train_Max: 13001.69  Test_Score: 12914.66  Avg: 12930.99  ENV:  HalfCheetah-v2  DDPG Reward: 12597.38  PG Loss: -1127.8660

#Games: 4257 #Frames: 4257000  Train_Max: 12939.39  Test_Score: 12935.39  Avg: 12929.27  ENV:  HalfCheetah-v2  DDPG Reward: 12472.41  PG Loss: -1125.5697

#Games: 4268 #Frames: 4268000  Train_Max: 12837.01  Test_Score: 11520.11  Avg: 12943.78  ENV:  HalfCheetah-v2  DDPG Reward: 12911.69  PG Loss: -1127.1364

#Games: 4279 #Frames: 4279000  Train_Max: 13074.45  Test_Score: 12869.02  Avg: 12810.71  ENV:  HalfCheetah-v2  DDPG Reward: 12862.94  PG Loss: -1127.1329

Sync from RL --> Nevo
#Games: 4290 #Frames: 4290000  Train_Max: 13139.34  Test_Score: 12942.07  Avg: 12816.39  ENV:  HalfCheetah-v2  DDPG Reward: 12780.23  PG Loss: -1129.5632

#Games: 4301 #Frames: 4301000  Train_Max: 13041.64  Test_Score: 12912.29  Avg: 12823.53  ENV:  HalfCheetah-v2  DDPG Reward: 13059.12  PG Loss: -1129.5851

#Games: 4312 #Frames: 4312000  Train_Max: 12932.16  Test_Score: 12941.37  Avg: 12823.45  ENV:  HalfCheetah-v2  DDPG Reward: 12934.38  PG Loss: -1131.1697

#Games: 4323 #Frames: 4323000  Train_Max: 12924.35  Test_Score: 12913.76  Avg: 12819.37  ENV:  HalfCheetah-v2  DDPG Reward: 13087.56  PG Loss: -1131.6782

#Games: 4334 #Frames: 4334000  Train_Max: 12960.24  Test_Score: 13023.16  Avg: 12812.84  ENV:  HalfCheetah-v2  DDPG Reward: 13142.34  PG Loss: -1130.8424

#Games: 4345 #Frames: 4345000  Train_Max: 12955.06  Test_Score: 12953.97  Avg: 12803.15  ENV:  HalfCheetah-v2  DDPG Reward: 13036.52  PG Loss: -1132.9735

#Games: 4356 #Frames: 4356000  Train_Max: 12898.16  Test_Score: 13007.86  Avg: 12792.58  ENV:  HalfCheetah-v2  DDPG Reward: 13043.59  PG Loss: -1132.5120

#Games: 4367 #Frames: 4367000  Train_Max: 13104.41  Test_Score: 13006.33  Avg: 12801.90  ENV:  HalfCheetah-v2  DDPG Reward: 13019.93  PG Loss: -1133.0792

#Games: 4378 #Frames: 4378000  Train_Max: 12935.36  Test_Score: 13094.51  Avg: 12808.99  ENV:  HalfCheetah-v2  DDPG Reward: 13079.16  PG Loss: -1135.3798

#Games: 4389 #Frames: 4389000  Train_Max: 13001.85  Test_Score: 12934.44  Avg: 12966.43  ENV:  HalfCheetah-v2  DDPG Reward: 12984.32  PG Loss: -1133.4855

Sync from RL --> Nevo
#Games: 4400 #Frames: 4400000  Train_Max: 12871.27  Test_Score: 12983.75  Avg: 12972.98  ENV:  HalfCheetah-v2  DDPG Reward: 12538.64  PG Loss: -1133.0205

#Games: 4411 #Frames: 4411000  Train_Max: 13090.30  Test_Score: 12906.19  Avg: 12977.14  ENV:  HalfCheetah-v2  DDPG Reward: 12944.04  PG Loss: -1136.4600

Progress Saved
#Games: 4422 #Frames: 4422000  Train_Max: 12843.52  Test_Score: 12894.28  Avg: 12976.53  ENV:  HalfCheetah-v2  DDPG Reward: 13035.43  PG Loss: -1138.4971

#Games: 4433 #Frames: 4433000  Train_Max: 12954.89  Test_Score: 13012.70  Avg: 12971.83  ENV:  HalfCheetah-v2  DDPG Reward: 13160.08  PG Loss: -1138.8185

#Games: 4444 #Frames: 4444000  Train_Max: 12839.10  Test_Score: 13038.21  Avg: 12981.72  ENV:  HalfCheetah-v2  DDPG Reward: 12978.21  PG Loss: -1138.2987

#Games: 4455 #Frames: 4455000  Train_Max: 12960.74  Test_Score: 13001.75  Avg: 12983.22  ENV:  HalfCheetah-v2  DDPG Reward: 13062.83  PG Loss: -1140.2046

#Games: 4466 #Frames: 4466000  Train_Max: 12756.40  Test_Score: 12899.33  Avg: 12988.00  ENV:  HalfCheetah-v2  DDPG Reward: 13115.30  PG Loss: -1141.6633

#Games: 4477 #Frames: 4477000  Train_Max: 12977.41  Test_Score: 12887.16  Avg: 12977.15  ENV:  HalfCheetah-v2  DDPG Reward: 12726.35  PG Loss: -1144.0271

#Games: 4488 #Frames: 4488000  Train_Max: 12965.74  Test_Score: 12964.84  Avg: 12965.23  ENV:  HalfCheetah-v2  DDPG Reward: 13250.18  PG Loss: -1144.6849

#Games: 4499 #Frames: 4499000  Train_Max: 12921.81  Test_Score: 13020.03  Avg: 12952.27  ENV:  HalfCheetah-v2  DDPG Reward: 12829.80  PG Loss: -1146.4391

Sync from RL --> Nevo
#Games: 4510 #Frames: 4510000  Train_Max: 13080.73  Test_Score: 12915.47  Avg: 12960.82  ENV:  HalfCheetah-v2  DDPG Reward: 12785.62  PG Loss: -1148.4506

#Games: 4521 #Frames: 4521000  Train_Max: 13167.73  Test_Score: 13225.11  Avg: 12954.00  ENV:  HalfCheetah-v2  DDPG Reward: 13105.45  PG Loss: -1146.4087

#Games: 4532 #Frames: 4532000  Train_Max: 13106.15  Test_Score: 13149.94  Avg: 12985.89  ENV:  HalfCheetah-v2  DDPG Reward: 13068.23  PG Loss: -1148.6917

#Games: 4543 #Frames: 4543000  Train_Max: 13221.06  Test_Score: 13108.90  Avg: 13011.45  ENV:  HalfCheetah-v2  DDPG Reward: 12992.69  PG Loss: -1151.8807

#Games: 4554 #Frames: 4554000  Train_Max: 13219.26  Test_Score: 13196.30  Avg: 13021.07  ENV:  HalfCheetah-v2  DDPG Reward: 12930.66  PG Loss: -1151.0293

#Games: 4565 #Frames: 4565000  Train_Max: 13065.85  Test_Score: 13089.39  Avg: 13036.88  ENV:  HalfCheetah-v2  DDPG Reward: 13139.35  PG Loss: -1150.1643

#Games: 4576 #Frames: 4576000  Train_Max: 13047.59  Test_Score: 13025.37  Avg: 13045.65  ENV:  HalfCheetah-v2  DDPG Reward: 12959.91  PG Loss: -1149.4467

#Games: 4587 #Frames: 4587000  Train_Max: 13362.83  Test_Score: 13042.62  Avg: 13058.25  ENV:  HalfCheetah-v2  DDPG Reward: 12972.23  PG Loss: -1149.4489

#Games: 4598 #Frames: 4598000  Train_Max: 13175.14  Test_Score: 13038.26  Avg: 13073.80  ENV:  HalfCheetah-v2  DDPG Reward: 13186.52  PG Loss: -1148.2998

#Games: 4609 #Frames: 4609000  Train_Max: 13222.74  Test_Score: 13159.08  Avg: 13081.14  ENV:  HalfCheetah-v2  DDPG Reward: 13111.72  PG Loss: -1151.2244

Progress Saved
Sync from RL --> Nevo
#Games: 4620 #Frames: 4620000  Train_Max: 13120.32  Test_Score: 13122.51  Avg: 13095.04  ENV:  HalfCheetah-v2  DDPG Reward: 13075.02  PG Loss: -1150.1469

#Games: 4631 #Frames: 4631000  Train_Max: 13216.61  Test_Score: 13201.72  Avg: 13115.75  ENV:  HalfCheetah-v2  DDPG Reward: 13112.24  PG Loss: -1150.9402

#Games: 4642 #Frames: 4642000  Train_Max: 13042.86  Test_Score: 13187.94  Avg: 13113.41  ENV:  HalfCheetah-v2  DDPG Reward: 12771.78  PG Loss: -1151.7349

#Games: 4653 #Frames: 4653000  Train_Max: 13185.42  Test_Score: 13203.37  Avg: 13117.21  ENV:  HalfCheetah-v2  DDPG Reward: 13054.36  PG Loss: -1152.1552

#Games: 4664 #Frames: 4664000  Train_Max: 13237.71  Test_Score: 13056.13  Avg: 13126.66  ENV:  HalfCheetah-v2  DDPG Reward: 12932.79  PG Loss: -1152.3534

#Games: 4675 #Frames: 4675000  Train_Max: 13275.78  Test_Score: 13075.40  Avg: 13112.64  ENV:  HalfCheetah-v2  DDPG Reward: 13037.63  PG Loss: -1148.3502

#Games: 4686 #Frames: 4686000  Train_Max: 13067.42  Test_Score: 13123.29  Avg: 13111.24  ENV:  HalfCheetah-v2  DDPG Reward: 13124.90  PG Loss: -1147.5081

#Games: 4697 #Frames: 4697000  Train_Max: 13236.28  Test_Score: 13160.74  Avg: 13121.03  ENV:  HalfCheetah-v2  DDPG Reward: 13195.57  PG Loss: -1146.7998

#Games: 4708 #Frames: 4708000  Train_Max: 13161.94  Test_Score: 13182.33  Avg: 13132.85  ENV:  HalfCheetah-v2  DDPG Reward: 13063.02  PG Loss: -1141.6953

#Games: 4719 #Frames: 4719000  Train_Max: 13364.26  Test_Score: 13180.39  Avg: 13147.25  ENV:  HalfCheetah-v2  DDPG Reward: 12880.34  PG Loss: -1141.7587

Sync from RL --> Nevo
#Games: 4730 #Frames: 4730000  Train_Max: 13119.37  Test_Score: 13105.44  Avg: 13149.38  ENV:  HalfCheetah-v2  DDPG Reward: 13143.94  PG Loss: -1141.0988

#Games: 4741 #Frames: 4741000  Train_Max: 13105.92  Test_Score: 13255.67  Avg: 13147.68  ENV:  HalfCheetah-v2  DDPG Reward: 13129.66  PG Loss: -1141.9600

#Games: 4752 #Frames: 4752000  Train_Max: 13152.33  Test_Score: 13180.40  Avg: 13153.07  ENV:  HalfCheetah-v2  DDPG Reward: 13078.93  PG Loss: -1145.8391

#Games: 4763 #Frames: 4763000  Train_Max: 13081.39  Test_Score: 13084.73  Avg: 13152.32  ENV:  HalfCheetah-v2  DDPG Reward: 13166.46  PG Loss: -1147.3439

#Games: 4774 #Frames: 4774000  Train_Max: 12973.79  Test_Score: 13196.46  Avg: 13140.45  ENV:  HalfCheetah-v2  DDPG Reward: 13052.38  PG Loss: -1146.5668

#Games: 4785 #Frames: 4785000  Train_Max: 12897.95  Test_Score: 13178.84  Avg: 13154.49  ENV:  HalfCheetah-v2  DDPG Reward: 13133.43  PG Loss: -1144.3839

#Games: 4796 #Frames: 4796000  Train_Max: 13122.85  Test_Score: 13108.55  Avg: 13164.83  ENV:  HalfCheetah-v2  DDPG Reward: 13033.29  PG Loss: -1144.6078

#Games: 4807 #Frames: 4807000  Train_Max: 13034.38  Test_Score: 13138.45  Avg: 13163.36  ENV:  HalfCheetah-v2  DDPG Reward: 13276.97  PG Loss: -1144.2942

Progress Saved
#Games: 4818 #Frames: 4818000  Train_Max: 13227.31  Test_Score: 13124.56  Avg: 13161.13  ENV:  HalfCheetah-v2  DDPG Reward: 12998.84  PG Loss: -1147.7018

#Games: 4829 #Frames: 4829000  Train_Max: 13127.50  Test_Score: 12815.93  Avg: 13155.35  ENV:  HalfCheetah-v2  DDPG Reward: 13176.15  PG Loss: -1147.7328

Sync from RL --> Nevo
#Games: 4840 #Frames: 4840000  Train_Max: 12888.09  Test_Score: 13028.89  Avg: 13118.90  ENV:  HalfCheetah-v2  DDPG Reward: 12979.27  PG Loss: -1148.6331

#Games: 4851 #Frames: 4851000  Train_Max: 13298.78  Test_Score: 13033.48  Avg: 13111.25  ENV:  HalfCheetah-v2  DDPG Reward: 13098.63  PG Loss: -1149.7662

#Games: 4862 #Frames: 4862000  Train_Max: 12967.16  Test_Score: 13022.60  Avg: 13089.03  ENV:  HalfCheetah-v2  DDPG Reward: 10283.50  PG Loss: -1150.8864

#Games: 4873 #Frames: 4873000  Train_Max: 13203.99  Test_Score: 13132.09  Avg: 13073.25  ENV:  HalfCheetah-v2  DDPG Reward: 13035.53  PG Loss: -1151.2889

#Games: 4884 #Frames: 4884000  Train_Max: 12105.04  Test_Score: 11979.06  Avg: 13077.98  ENV:  HalfCheetah-v2  DDPG Reward: 13073.28  PG Loss: -1150.6208

#Games: 4895 #Frames: 4895000  Train_Max: 12288.03  Test_Score: 12021.93  Avg: 12956.24  ENV:  HalfCheetah-v2  DDPG Reward: 13045.49  PG Loss: -1150.9677

#Games: 4906 #Frames: 4906000  Train_Max: 12087.86  Test_Score: 12014.19  Avg: 12840.55  ENV:  HalfCheetah-v2  DDPG Reward: 13200.40  PG Loss: -1148.5143

#Games: 4917 #Frames: 4917000  Train_Max: 12274.31  Test_Score: 11993.56  Avg: 12731.12  ENV:  HalfCheetah-v2  DDPG Reward: 13029.65  PG Loss: -1149.5353

#Games: 4928 #Frames: 4928000  Train_Max: 12621.42  Test_Score: 12255.87  Avg: 12616.63  ENV:  HalfCheetah-v2  DDPG Reward: 12119.20  PG Loss: -1152.1234

#Games: 4939 #Frames: 4939000  Train_Max: 12381.55  Test_Score: 12110.59  Avg: 12529.76  ENV:  HalfCheetah-v2  DDPG Reward: 12825.55  PG Loss: -1151.4072

Sync from RL --> Nevo
#Games: 4950 #Frames: 4950000  Train_Max: 12089.48  Test_Score: 12505.26  Avg: 12459.23  ENV:  HalfCheetah-v2  DDPG Reward: 13094.20  PG Loss: -1154.0682

#Games: 4961 #Frames: 4961000  Train_Max: 13239.49  Test_Score: 13191.30  Avg: 12406.86  ENV:  HalfCheetah-v2  DDPG Reward: 13064.88  PG Loss: -1156.0288

#Games: 4972 #Frames: 4972000  Train_Max: 13279.32  Test_Score: 13169.65  Avg: 12422.65  ENV:  HalfCheetah-v2  DDPG Reward: 10261.75  PG Loss: -1158.5104

#Games: 4983 #Frames: 4983000  Train_Max: 13242.08  Test_Score: 13264.12  Avg: 12437.35  ENV:  HalfCheetah-v2  DDPG Reward: 13118.73  PG Loss: -1158.6245

#Games: 4994 #Frames: 4994000  Train_Max: 13162.41  Test_Score: 12476.21  Avg: 12450.55  ENV:  HalfCheetah-v2  DDPG Reward: 13123.79  PG Loss: -1158.2391

#Games: 5005 #Frames: 5005000  Train_Max: 12973.30  Test_Score: 13305.91  Avg: 12500.27  ENV:  HalfCheetah-v2  DDPG Reward: 13252.45  PG Loss: -1157.8226

Progress Saved
#Games: 5016 #Frames: 5016000  Train_Max: 13190.84  Test_Score: 13139.05  Avg: 12628.67  ENV:  HalfCheetah-v2  DDPG Reward: 13108.97  PG Loss: -1155.1058

#Games: 5027 #Frames: 5027000  Train_Max: 13248.56  Test_Score: 13176.11  Avg: 12741.15  ENV:  HalfCheetah-v2  DDPG Reward: 13030.03  PG Loss: -1156.4127

#Games: 5038 #Frames: 5038000  Train_Max: 13150.87  Test_Score: 13140.71  Avg: 12859.41  ENV:  HalfCheetah-v2  DDPG Reward: 13233.61  PG Loss: -1157.4424

#Games: 5049 #Frames: 5049000  Train_Max: 13045.39  Test_Score: 13154.80  Avg: 12947.89  ENV:  HalfCheetah-v2  DDPG Reward: 13220.32  PG Loss: -1159.1171

Sync from RL --> Nevo
#Games: 5060 #Frames: 5060000  Train_Max: 13137.70  Test_Score: 13277.43  Avg: 13052.31  ENV:  HalfCheetah-v2  DDPG Reward: 13275.62  PG Loss: -1159.2867

#Games: 5071 #Frames: 5071000  Train_Max: 13524.45  Test_Score: 13214.24  Avg: 13129.53  ENV:  HalfCheetah-v2  DDPG Reward: 13255.64  PG Loss: -1156.9198

#Games: 5082 #Frames: 5082000  Train_Max: 13231.42  Test_Score: 13174.90  Avg: 13131.82  ENV:  HalfCheetah-v2  DDPG Reward: 13147.67  PG Loss: -1155.1379

#Games: 5093 #Frames: 5093000  Train_Max: 13130.84  Test_Score: 13200.95  Avg: 13132.35  ENV:  HalfCheetah-v2  DDPG Reward: 13309.05  PG Loss: -1154.3755

#Games: 5104 #Frames: 5104000  Train_Max: 13143.96  Test_Score: 13191.80  Avg: 13126.03  ENV:  HalfCheetah-v2  DDPG Reward: 12682.99  PG Loss: -1154.0139

#Games: 5115 #Frames: 5115000  Train_Max: 13245.48  Test_Score: 13254.43  Avg: 13197.59  ENV:  HalfCheetah-v2  DDPG Reward: 13156.83  PG Loss: -1153.9353

#Games: 5126 #Frames: 5126000  Train_Max: 13192.05  Test_Score: 11650.90  Avg: 13192.44  ENV:  HalfCheetah-v2  DDPG Reward: 11631.10  PG Loss: -1153.0687

#Games: 5137 #Frames: 5137000  Train_Max: 13407.20  Test_Score: 13144.20  Avg: 13043.63  ENV:  HalfCheetah-v2  DDPG Reward: 12415.53  PG Loss: -1154.7867

#Games: 5148 #Frames: 5148000  Train_Max: 13329.19  Test_Score: 13309.60  Avg: 13040.44  ENV:  HalfCheetah-v2  DDPG Reward: 13236.31  PG Loss: -1154.8972

#Games: 5159 #Frames: 5159000  Train_Max: 13293.60  Test_Score: 13302.59  Avg: 13057.32  ENV:  HalfCheetah-v2  DDPG Reward: 13197.22  PG Loss: -1151.5298

Sync from RL --> Nevo
#Games: 5170 #Frames: 5170000  Train_Max: 13283.33  Test_Score: 13238.01  Avg: 13072.10  ENV:  HalfCheetah-v2  DDPG Reward: 13045.03  PG Loss: -1152.1886

#Games: 5181 #Frames: 5181000  Train_Max: 13434.29  Test_Score: 13327.37  Avg: 13068.16  ENV:  HalfCheetah-v2  DDPG Reward: 13036.69  PG Loss: -1152.8812

#Games: 5192 #Frames: 5192000  Train_Max: 13143.11  Test_Score: 13250.67  Avg: 13079.47  ENV:  HalfCheetah-v2  DDPG Reward: 13205.96  PG Loss: -1153.6779

#Games: 5203 #Frames: 5203000  Train_Max: 13228.95  Test_Score: 13218.30  Avg: 13087.05  ENV:  HalfCheetah-v2  DDPG Reward: 13114.33  PG Loss: -1154.8198

Progress Saved
#Games: 5214 #Frames: 5214000  Train_Max: 13227.45  Test_Score: 13174.32  Avg: 13088.79  ENV:  HalfCheetah-v2  DDPG Reward: 13108.09  PG Loss: -1155.0551

#Games: 5225 #Frames: 5225000  Train_Max: 13239.39  Test_Score: 13235.64  Avg: 13087.04  ENV:  HalfCheetah-v2  DDPG Reward: 12887.10  PG Loss: -1155.0363

#Games: 5236 #Frames: 5236000  Train_Max: 13187.12  Test_Score: 13235.88  Avg: 13085.16  ENV:  HalfCheetah-v2  DDPG Reward: 12577.62  PG Loss: -1154.7611

#Games: 5247 #Frames: 5247000  Train_Max: 13126.94  Test_Score: 13316.91  Avg: 13243.66  ENV:  HalfCheetah-v2  DDPG Reward: 12839.03  PG Loss: -1156.3179

#Games: 5258 #Frames: 5258000  Train_Max: 13453.49  Test_Score: 13215.97  Avg: 13260.93  ENV:  HalfCheetah-v2  DDPG Reward: 13135.79  PG Loss: -1157.1494

#Games: 5269 #Frames: 5269000  Train_Max: 13386.78  Test_Score: 13203.17  Avg: 13251.57  ENV:  HalfCheetah-v2  DDPG Reward: 13214.13  PG Loss: -1157.1923

Sync from RL --> Nevo
#Games: 5280 #Frames: 5280000  Train_Max: 13184.21  Test_Score: 13152.50  Avg: 13241.62  ENV:  HalfCheetah-v2  DDPG Reward: 13110.27  PG Loss: -1158.6312

#Games: 5291 #Frames: 5291000  Train_Max: 13505.33  Test_Score: 13253.07  Avg: 13233.07  ENV:  HalfCheetah-v2  DDPG Reward: 13102.38  PG Loss: -1159.0297

#Games: 5302 #Frames: 5302000  Train_Max: 13133.22  Test_Score: 13272.77  Avg: 13225.64  ENV:  HalfCheetah-v2  DDPG Reward: 13236.24  PG Loss: -1160.3976

#Games: 5313 #Frames: 5313000  Train_Max: 13553.39  Test_Score: 13248.63  Avg: 13227.85  ENV:  HalfCheetah-v2  DDPG Reward: 13117.23  PG Loss: -1161.9432

#Games: 5324 #Frames: 5324000  Train_Max: 13301.89  Test_Score: 13197.85  Avg: 13230.89  ENV:  HalfCheetah-v2  DDPG Reward: 12430.47  PG Loss: -1162.7671

#Games: 5335 #Frames: 5335000  Train_Max: 13183.16  Test_Score: 13123.47  Avg: 13233.24  ENV:  HalfCheetah-v2  DDPG Reward: 10565.62  PG Loss: -1164.4927

#Games: 5346 #Frames: 5346000  Train_Max: 13107.10  Test_Score: 13158.74  Avg: 13222.02  ENV:  HalfCheetah-v2  DDPG Reward: 11859.20  PG Loss: -1163.3903

#Games: 5357 #Frames: 5357000  Train_Max: 13133.79  Test_Score: 13240.35  Avg: 13214.31  ENV:  HalfCheetah-v2  DDPG Reward: 12708.79  PG Loss: -1165.9785

#Games: 5368 #Frames: 5368000  Train_Max: 13395.67  Test_Score: 13165.02  Avg: 13206.65  ENV:  HalfCheetah-v2  DDPG Reward: 12998.25  PG Loss: -1165.4312

#Games: 5379 #Frames: 5379000  Train_Max: 13598.24  Test_Score: 13191.17  Avg: 13201.56  ENV:  HalfCheetah-v2  DDPG Reward: 11665.56  PG Loss: -1165.4462

Sync from RL --> Nevo
#Games: 5390 #Frames: 5390000  Train_Max: 13189.01  Test_Score: 13197.21  Avg: 13200.36  ENV:  HalfCheetah-v2  DDPG Reward: 13251.92  PG Loss: -1167.3652

#Games: 5401 #Frames: 5401000  Train_Max: 13425.38  Test_Score: 13290.21  Avg: 13204.83  ENV:  HalfCheetah-v2  DDPG Reward: 13087.35  PG Loss: -1168.4760

Progress Saved
#Games: 5412 #Frames: 5412000  Train_Max: 13402.86  Test_Score: 13313.83  Avg: 13208.54  ENV:  HalfCheetah-v2  DDPG Reward: 12915.33  PG Loss: -1167.5853

#Games: 5423 #Frames: 5423000  Train_Max: 13466.78  Test_Score: 13185.78  Avg: 13212.65  ENV:  HalfCheetah-v2  DDPG Reward: 13225.55  PG Loss: -1168.2220

#Games: 5434 #Frames: 5434000  Train_Max: 13397.64  Test_Score: 13333.18  Avg: 13206.36  ENV:  HalfCheetah-v2  DDPG Reward: 13124.18  PG Loss: -1168.9854

#Games: 5445 #Frames: 5445000  Train_Max: 13222.16  Test_Score: 13176.94  Avg: 13219.90  ENV:  HalfCheetah-v2  DDPG Reward: 13184.56  PG Loss: -1170.0052

#Games: 5456 #Frames: 5456000  Train_Max: 13303.56  Test_Score: 13323.71  Avg: 13225.24  ENV:  HalfCheetah-v2  DDPG Reward: 12102.11  PG Loss: -1168.7822

#Games: 5467 #Frames: 5467000  Train_Max: 13132.14  Test_Score: 13336.20  Avg: 13241.74  ENV:  HalfCheetah-v2  DDPG Reward: 13046.40  PG Loss: -1171.0613

#Games: 5478 #Frames: 5478000  Train_Max: 13281.11  Test_Score: 13388.52  Avg: 13251.33  ENV:  HalfCheetah-v2  DDPG Reward: 13055.92  PG Loss: -1170.5453

#Games: 5489 #Frames: 5489000  Train_Max: 13382.64  Test_Score: 13227.67  Avg: 13273.68  ENV:  HalfCheetah-v2  DDPG Reward: 12989.99  PG Loss: -1170.2452

Sync from RL --> Nevo
#Games: 5500 #Frames: 5500000  Train_Max: 13335.81  Test_Score: 13284.87  Avg: 13277.33  ENV:  HalfCheetah-v2  DDPG Reward: 10879.79  PG Loss: -1169.9379

#Games: 5511 #Frames: 5511000  Train_Max: 13106.32  Test_Score: 13348.98  Avg: 13286.09  ENV:  HalfCheetah-v2  DDPG Reward: 13035.74  PG Loss: -1168.7878

#Games: 5522 #Frames: 5522000  Train_Max: 13333.46  Test_Score: 13341.04  Avg: 13291.97  ENV:  HalfCheetah-v2  DDPG Reward: 11756.86  PG Loss: -1170.5906

#Games: 5533 #Frames: 5533000  Train_Max: 13167.83  Test_Score: 13286.84  Avg: 13294.69  ENV:  HalfCheetah-v2  DDPG Reward: 13250.63  PG Loss: -1170.9440

#Games: 5544 #Frames: 5544000  Train_Max: 13266.01  Test_Score: 13356.74  Avg: 13304.79  ENV:  HalfCheetah-v2  DDPG Reward: 13049.29  PG Loss: -1171.8517

#Games: 5555 #Frames: 5555000  Train_Max: 13147.16  Test_Score: 13373.29  Avg: 13307.15  ENV:  HalfCheetah-v2  DDPG Reward: 11165.12  PG Loss: -1173.4215

#Games: 5566 #Frames: 5566000  Train_Max: 13312.75  Test_Score: 13155.05  Avg: 13326.78  ENV:  HalfCheetah-v2  DDPG Reward: 13232.56  PG Loss: -1174.0636

#Games: 5577 #Frames: 5577000  Train_Max: 12970.85  Test_Score: 13192.95  Avg: 13309.92  ENV:  HalfCheetah-v2  DDPG Reward: 12108.54  PG Loss: -1175.6548

#Games: 5588 #Frames: 5588000  Train_Max: 13405.08  Test_Score: 13300.12  Avg: 13295.59  ENV:  HalfCheetah-v2  DDPG Reward: 13211.84  PG Loss: -1178.5573

#Games: 5599 #Frames: 5599000  Train_Max: 13473.59  Test_Score: 13277.87  Avg: 13286.75  ENV:  HalfCheetah-v2  DDPG Reward: 13252.66  PG Loss: -1181.4885

Sync from RL --> Nevo
#Games: 5610 #Frames: 5610000  Train_Max: 13286.37  Test_Score: 13324.97  Avg: 13291.77  ENV:  HalfCheetah-v2  DDPG Reward: 13405.53  PG Loss: -1182.0194

Progress Saved
#Games: 5621 #Frames: 5621000  Train_Max: 13435.61  Test_Score: 13269.52  Avg: 13295.78  ENV:  HalfCheetah-v2  DDPG Reward: 13166.91  PG Loss: -1183.6804

#Games: 5632 #Frames: 5632000  Train_Max: 13186.32  Test_Score: 13262.60  Avg: 13287.84  ENV:  HalfCheetah-v2  DDPG Reward: 9900.09  PG Loss: -1183.0773

#Games: 5643 #Frames: 5643000  Train_Max: 13263.57  Test_Score: 13258.80  Avg: 13279.99  ENV:  HalfCheetah-v2  DDPG Reward: 13218.91  PG Loss: -1184.7563

#Games: 5654 #Frames: 5654000  Train_Max: 13321.11  Test_Score: 13307.20  Avg: 13277.19  ENV:  HalfCheetah-v2  DDPG Reward: 13207.08  PG Loss: -1183.9780

#Games: 5665 #Frames: 5665000  Train_Max: 13220.26  Test_Score: 13241.48  Avg: 13272.24  ENV:  HalfCheetah-v2  DDPG Reward: 13404.67  PG Loss: -1182.3036

#Games: 5676 #Frames: 5676000  Train_Max: 13351.45  Test_Score: 13311.20  Avg: 13259.06  ENV:  HalfCheetah-v2  DDPG Reward: 13343.74  PG Loss: -1183.7877

#Games: 5687 #Frames: 5687000  Train_Max: 13404.56  Test_Score: 13247.56  Avg: 13274.67  ENV:  HalfCheetah-v2  DDPG Reward: 13247.42  PG Loss: -1185.8895

#Games: 5698 #Frames: 5698000  Train_Max: 13156.86  Test_Score: 13304.27  Avg: 13280.13  ENV:  HalfCheetah-v2  DDPG Reward: 13245.72  PG Loss: -1186.8610

#Games: 5709 #Frames: 5709000  Train_Max: 13272.81  Test_Score: 13272.38  Avg: 13280.55  ENV:  HalfCheetah-v2  DDPG Reward: 12982.44  PG Loss: -1190.4974

